dep;jour;n_dose1;n_complet;n_cum_dose1;n_cum_complet;couv_dose1;couv_complet
65;2021-08-11;729;1265;181355;149582;79.9;65.9
65;2021-08-12;778;1083;182133;150665;80.3;66.4
65;2021-08-13;423;1009;182556;151674;80.5;66.9
65;2021-08-14;597;566;183153;152240;80.7;67.1
65;2021-08-15;7;19;183160;152259;80.7;67.1
65;2021-08-16;402;1535;183562;153794;80.9;67.8
65;2021-08-17;732;2176;184294;155970;81.2;68.8
65;2021-08-18;594;1544;184888;157514;81.5;69.4
65;2021-08-19;722;1314;185610;158828;81.8;70.0
65;2021-08-20;446;1337;186056;160165;82.0;70.6
65;2021-08-21;39;105;186095;160270;82.0;70.7
65;2021-08-22;11;13;186106;160283;82.0;70.7
65;2021-08-23;262;1682;186368;161965;82.2;71.4
65;2021-08-24;544;2445;186912;164410;82.4;72.5
65;2021-08-25;413;1959;187325;166369;82.6;73.3
65;2021-08-26;453;2306;187778;168675;82.8;74.4
65;2021-08-27;434;1945;188212;170620;83.0;75.2
65;2021-08-28;160;194;188372;170814;83.0;75.3
65;2021-08-29;9;18;188381;170832;83.0;75.3
65;2021-08-30;257;1055;188638;171887;83.2;75.8
65;2021-08-31;461;1589;189099;173476;83.4;76.5
65;2021-09-01;452;1163;189551;174639;83.6;77.0
65;2021-09-02;354;1009;189905;175648;83.7;77.4
65;2021-09-03;441;1246;190346;176894;83.9;78.0
65;2021-09-04;163;909;190509;177803;84.0;78.4
65;2021-09-05;12;35;190521;177838;84.0;78.4
65;2021-09-06;274;759;190795;178597;84.1;78.7
65;2021-09-07;312;1190;191107;179787;84.2;79.3
65;2021-09-08;334;1032;191441;180819;84.4;79.7
66;2020-12-27;0;0;0;0;0.0;0.0
66;2020-12-28;2;0;2;0;0.0;0.0
66;2020-12-29;0;0;2;0;0.0;0.0
66;2020-12-30;0;0;2;0;0.0;0.0
66;2020-12-31;1;0;3;0;0.0;0.0
66;2021-01-01;3;0;6;0;0.0;0.0
66;2021-01-02;0;0;6;0;0.0;0.0
66;2021-01-03;0;0;6;0;0.0;0.0
66;2021-01-04;30;0;36;0;0.0;0.0
66;2021-01-05;135;0;171;0;0.0;0.0
66;2021-01-06;195;0;366;0;0.1;0.0
66;2021-01-07;182;0;548;0;0.1;0.0
66;2021-01-08;212;0;760;0;0.2;0.0
66;2021-01-09;232;0;992;0;0.2;0.0
66;2021-01-10;11;0;1003;0;0.2;0.0
66;2021-01-11;404;3;1407;3;0.3;0.0
66;2021-01-12;587;2;1994;5;0.4;0.0
66;2021-01-13;877;7;2871;12;0.6;0.0
66;2021-01-14;892;12;3763;24;0.8;0.0
66;2021-01-15;588;1;4351;25;0.9;0.0
66;2021-01-16;106;2;4457;27;0.9;0.0
66;2021-01-17;46;1;4503;28;0.9;0.0
66;2021-01-18;655;3;5158;31;1.1;0.0
66;2021-01-19;717;3;5875;34;1.2;0.0
66;2021-01-20;1169;3;7044;37;1.5;0.0
66;2021-01-21;2402;4;9446;41;2.0;0.0
66;2021-01-22;1439;7;10885;48;2.3;0.0
66;2021-01-23;399;4;11284;52;2.4;0.0
66;2021-01-24;226;9;11510;61;2.4;0.0
66;2021-01-25;739;31;12249;92;2.6;0.0
66;2021-01-26;787;61;13036;153;2.7;0.0
66;2021-01-27;867;103;13903;256;2.9;0.1
66;2021-01-28;877;121;14780;377;3.1;0.1
66;2021-01-29;819;116;15599;493;3.3;0.1
66;2021-01-30;480;50;16079;543;3.4;0.1
66;2021-01-31;202;25;16281;568;3.4;0.1
66;2021-02-01;562;168;16843;736;3.5;0.2
66;2021-02-02;621;273;17464;1009;3.6;0.2
66;2021-02-03;736;570;18200;1579;3.8;0.3
66;2021-02-04;688;522;18888;2101;3.9;0.4
66;2021-02-05;778;387;19666;2488;4.1;0.5
66;2021-02-06;420;137;20086;2625;4.2;0.5
66;2021-02-07;169;137;20255;2762;4.2;0.6
66;2021-02-08;501;326;20756;3088;4.3;0.6
66;2021-02-09;533;331;21289;3419;4.4;0.7
66;2021-02-10;618;673;21907;4092;4.6;0.9
66;2021-02-11;1104;1511;23011;5603;4.8;1.2
66;2021-02-12;1121;1156;24132;6759;5.0;1.4
66;2021-02-13;366;251;24498;7010;5.1;1.5
66;2021-02-14;111;179;24609;7189;5.1;1.5
66;2021-02-15;425;584;25034;7773;5.2;1.6
66;2021-02-16;304;687;25338;8460;5.3;1.8
66;2021-02-17;379;620;25717;9080;5.4;1.9
66;2021-02-18;366;680;26083;9760;5.4;2.0
66;2021-02-19;400;619;26483;10379;5.5;2.2
66;2021-02-20;184;357;26667;10736;5.6;2.2
66;2021-02-21;41;140;26708;10876;5.6;2.3
66;2021-02-22;416;533;27124;11409;5.7;2.4
66;2021-02-23;508;570;27632;11979;5.8;2.5
66;2021-02-24;342;659;27974;12638;5.8;2.6
66;2021-02-25;717;605;28691;13243;6.0;2.8
66;2021-02-26;954;671;29645;13914;6.2;2.9
66;2021-02-27;363;360;30008;14274;6.3;3.0
66;2021-02-28;59;141;30067;14415;6.3;3.0
66;2021-03-01;378;578;30445;14993;6.4;3.1
66;2021-03-02;335;593;30780;15586;6.4;3.3
66;2021-03-03;529;578;31309;16164;6.5;3.4
66;2021-03-04;991;999;32300;17163;6.7;3.6
66;2021-03-05;1527;745;33827;17908;7.1;3.7
66;2021-03-06;1146;325;34973;18233;7.3;3.8
66;2021-03-07;1097;89;36070;18322;7.5;3.8
66;2021-03-08;696;515;36766;18837;7.7;3.9
66;2021-03-09;1225;574;37991;19411;7.9;4.1
66;2021-03-10;1301;490;39292;19901;8.2;4.2
66;2021-03-11;1474;581;40766;20482;8.5;4.3
66;2021-03-12;2395;570;43161;21052;9.0;4.4
66;2021-03-13;1081;299;44242;21351;9.2;4.5
66;2021-03-14;192;83;44434;21434;9.3;4.5
66;2021-03-15;1109;391;45543;21825;9.5;4.6
66;2021-03-16;952;258;46495;22083;9.7;4.6
66;2021-03-17;866;391;47361;22474;9.9;4.7
66;2021-03-18;969;343;48330;22817;10.1;4.8
66;2021-03-19;1293;317;49623;23134;10.4;4.8
66;2021-03-20;837;122;50460;23256;10.5;4.9
66;2021-03-21;186;44;50646;23300;10.6;4.9
66;2021-03-22;1114;384;51760;23684;10.8;4.9
66;2021-03-23;1757;388;53517;24072;11.2;5.0
66;2021-03-24;1796;515;55313;24587;11.5;5.1
66;2021-03-25;2537;466;57850;25053;12.1;5.2
66;2021-03-26;2577;365;60427;25418;12.6;5.3
66;2021-03-27;1211;295;61638;25713;12.9;5.4
66;2021-03-28;321;3;61959;25716;12.9;5.4
66;2021-03-29;1831;254;63790;25970;13.3;5.4
66;2021-03-30;2241;172;66031;26142;13.8;5.5
66;2021-03-31;1987;250;68018;26392;14.2;5.5
66;2021-04-01;2673;302;70691;26694;14.8;5.6
66;2021-04-02;2422;256;73113;26950;15.3;5.6
66;2021-04-03;1148;334;74261;27284;15.5;5.7
66;2021-04-04;107;125;74368;27409;15.5;5.7
66;2021-04-05;196;141;74564;27550;15.6;5.8
66;2021-04-06;1334;649;75898;28199;15.8;5.9
66;2021-04-07;1397;598;77295;28797;16.1;6.0
66;2021-04-08;2071;547;79366;29344;16.6;6.1
66;2021-04-09;3484;663;82850;30007;17.3;6.3
66;2021-04-10;2308;525;85158;30532;17.8;6.4
66;2021-04-11;1200;168;86358;30700;18.0;6.4
66;2021-04-12;2702;1021;89060;31721;18.6;6.6
66;2021-04-13;3609;1055;92669;32776;19.3;6.8
66;2021-04-14;3293;924;95962;33700;20.0;7.0
66;2021-04-15;3557;1049;99519;34749;20.8;7.3
66;2021-04-16;3592;1035;103111;35784;21.5;7.5
66;2021-04-17;2263;592;105374;36376;22.0;7.6
66;2021-04-18;1445;132;106819;36508;22.3;7.6
66;2021-04-19;2256;1120;109075;37628;22.8;7.9
66;2021-04-20;2374;1077;111449;38705;23.3;8.1
66;2021-04-21;2870;1178;114319;39883;23.9;8.3
66;2021-04-22;2662;1232;116981;41115;24.4;8.6
66;2021-04-23;2380;1234;119361;42349;24.9;8.8
66;2021-04-24;2744;882;122105;43231;25.5;9.0
66;2021-04-25;1207;266;123312;43497;25.7;9.1
66;2021-04-26;1998;1254;125310;44751;26.2;9.3
66;2021-04-27;2748;1301;128058;46052;26.7;9.6
66;2021-04-28;2421;1655;130479;47707;27.2;10.0
66;2021-04-29;2704;2129;133183;49836;27.8;10.4
66;2021-04-30;3054;1554;136237;51390;28.4;10.7
66;2021-05-01;2001;470;138238;51860;28.9;10.8
66;2021-05-02;1529;264;139767;52124;29.2;10.9
66;2021-05-03;2939;1109;142706;53233;29.8;11.1
66;2021-05-04;3169;1343;145875;54576;30.5;11.4
66;2021-05-05;3054;1545;148929;56121;31.1;11.7
66;2021-05-06;3753;2083;152682;58204;31.9;12.2
66;2021-05-07;2968;3075;155650;61279;32.5;12.8
66;2021-05-08;1730;1171;157380;62450;32.9;13.0
66;2021-05-09;887;1369;158267;63819;33.0;13.3
66;2021-05-10;1805;2969;160072;66788;33.4;13.9
66;2021-05-11;2741;3128;162813;69916;34.0;14.6
66;2021-05-12;2432;2569;165245;72485;34.5;15.1
66;2021-05-13;2260;1386;167505;73871;35.0;15.4
66;2021-05-14;2772;2118;170277;75989;35.5;15.9
66;2021-05-15;2329;1575;172606;77564;36.0;16.2
66;2021-05-16;2286;1248;174892;78812;36.5;16.5
66;2021-05-17;2051;1826;176943;80638;36.9;16.8
66;2021-05-18;3237;1808;180180;82446;37.6;17.2
66;2021-05-19;2878;1343;183058;83789;38.2;17.5
66;2021-05-20;4375;1448;187433;85237;39.1;17.8
66;2021-05-21;3268;1460;190701;86697;39.8;18.1
66;2021-05-22;3066;780;193767;87477;40.5;18.3
66;2021-05-23;1510;236;195277;87713;40.8;18.3
66;2021-05-24;1954;427;197231;88140;41.2;18.4
66;2021-05-25;2797;1689;200028;89829;41.8;18.8
66;2021-05-26;2780;1492;202808;91321;42.3;19.1
66;2021-05-27;3386;2256;206194;93577;43.0;19.5
66;2021-05-28;2686;3043;208880;96620;43.6;20.2
66;2021-05-29;2147;1516;211027;98136;44.1;20.5
66;2021-05-30;786;989;211813;99125;44.2;20.7
66;2021-05-31;2122;1775;213935;100900;44.7;21.1
66;2021-06-01;2637;2002;216572;102902;45.2;21.5
66;2021-06-02;2810;2337;219382;105239;45.8;22.0
66;2021-06-03;2485;2963;221867;108202;46.3;22.6
66;2021-06-04;1954;3354;223821;111556;46.7;23.3
66;2021-06-05;1411;2599;225232;114155;47.0;23.8
66;2021-06-06;294;1228;225526;115383;47.1;24.1
66;2021-06-07;1343;2958;226869;118341;47.4;24.7
66;2021-06-08;1738;3021;228607;121362;47.7;25.3
66;2021-06-09;2068;2788;230675;124150;48.2;25.9
66;2021-06-10;2081;2962;232756;127112;48.6;26.5
66;2021-06-11;2103;3861;234859;130973;49.0;27.3
66;2021-06-12;872;2411;235731;133384;49.2;27.8
66;2021-06-13;517;1334;236248;134718;49.3;28.1
66;2021-06-14;1360;3496;237608;138214;49.6;28.9
66;2021-06-15;2131;3573;239739;141787;50.0;29.6
66;2021-06-16;1790;3568;241529;145355;50.4;30.3
66;2021-06-17;2436;3607;243965;148962;50.9;31.1
66;2021-06-18;2228;3824;246193;152786;51.4;31.9
66;2021-06-19;1542;2321;247735;155107;51.7;32.4
66;2021-06-20;998;1266;248733;156373;51.9;32.6
66;2021-06-21;1164;2879;249897;159252;52.2;33.2
66;2021-06-22;1510;3763;251407;163015;52.5;34.0
66;2021-06-23;1326;3027;252733;166042;52.8;34.7
66;2021-06-24;1516;3230;254249;169272;53.1;35.3
66;2021-06-25;1402;3537;255651;172809;53.4;36.1
66;2021-06-26;963;2680;256614;175489;53.6;36.6
66;2021-06-27;679;1557;257293;177046;53.7;37.0
66;2021-06-28;979;2975;258272;180021;53.9;37.6
66;2021-06-29;1149;3797;259421;183818;54.2;38.4
66;2021-06-30;1278;3307;260699;187125;54.4;39.1
66;2021-07-01;1484;4048;262183;191173;54.7;39.9
66;2021-07-02;1512;3603;263695;194776;55.1;40.7
66;2021-07-03;1154;3903;264849;198679;55.3;41.5
66;2021-07-04;717;1790;265566;200469;55.4;41.9
66;2021-07-05;1293;3007;266859;203476;55.7;42.5
66;2021-07-06;1454;3787;268313;207263;56.0;43.3
66;2021-07-07;1432;3248;269745;210511;56.3;43.9
66;2021-07-08;1377;3384;271122;213895;56.6;44.7
66;2021-07-09;1518;3466;272640;217361;56.9;45.4
66;2021-07-10;1004;2403;273644;219764;57.1;45.9
66;2021-07-11;540;1540;274184;221304;57.2;46.2
66;2021-07-12;1023;3642;275207;224946;57.5;47.0
66;2021-07-13;2356;4268;277563;229214;57.9;47.9
66;2021-07-14;1989;1241;279552;230455;58.4;48.1
66;2021-07-15;2835;3114;282387;233569;59.0;48.8
66;2021-07-16;3372;3209;285759;236778;59.7;49.4
66;2021-07-17;2126;2036;287885;238814;60.1;49.9
66;2021-07-18;1198;1062;289083;239876;60.4;50.1
66;2021-07-19;2794;3085;291877;242961;60.9;50.7
66;2021-07-20;3659;2882;295536;245843;61.7;51.3
66;2021-07-21;4099;2954;299635;248797;62.6;51.9
66;2021-07-22;3912;2818;303547;251615;63.4;52.5
66;2021-07-23;3897;3034;307444;254649;64.2;53.2
66;2021-07-24;2584;1922;310028;256571;64.7;53.6
66;2021-07-25;2023;1241;312051;257812;65.1;53.8
66;2021-07-26;2866;2626;314917;260438;65.7;54.4
66;2021-07-27;3231;2887;318148;263325;66.4;55.0
66;2021-07-28;3355;2574;321503;265899;67.1;55.5
66;2021-07-29;3856;2537;325359;268436;67.9;56.0
66;2021-07-30;4237;2472;329596;270908;68.8;56.6
66;2021-07-31;2233;1716;331829;272624;69.3;56.9
66;2021-08-01;1821;899;333650;273523;69.7;57.1
66;2021-08-02;2379;1926;336029;275449;70.2;57.5
66;2021-08-03;2621;2070;338650;277519;70.7;57.9
66;2021-08-04;2630;1996;341280;279515;71.2;58.4
66;2021-08-05;2438;2508;343718;282023;71.8;58.9
66;2021-08-06;2318;2646;346036;284669;72.2;59.4
66;2021-08-07;1505;2096;347541;286765;72.6;59.9
66;2021-08-08;614;1458;348155;288223;72.7;60.2
66;2021-08-09;1357;2800;349512;291023;73.0;60.8
66;2021-08-10;1645;3078;351157;294101;73.3;61.4
66;2021-08-11;1679;3018;352836;297119;73.7;62.0
66;2021-08-12;1670;2993;354506;300112;74.0;62.7
66;2021-08-13;1397;2978;355903;303090;74.3;63.3
66;2021-08-14;656;2509;356559;305599;74.4;63.8
66;2021-08-15;136;1629;356695;307228;74.5;64.1
66;2021-08-16;1275;2595;357970;309823;74.7;64.7
66;2021-08-17;1487;2979;359457;312802;75.0;65.3
66;2021-08-18;1332;3068;360789;315870;75.3;65.9
66;2021-08-19;1101;2919;361890;318789;75.6;66.6
66;2021-08-20;980;3317;362870;322106;75.8;67.2
66;2021-08-21;561;2012;363431;324118;75.9;67.7
66;2021-08-22;232;1352;363663;325470;75.9;67.9
66;2021-08-23;1143;2762;364806;328232;76.2;68.5
66;2021-08-24;1049;2948;365855;331180;76.4;69.1
66;2021-08-25;902;2307;366757;333487;76.6;69.6
66;2021-08-26;957;2184;367714;335671;76.8;70.1
66;2021-08-27;919;2370;368633;338041;77.0;70.6
66;2021-08-28;515;1138;369148;339179;77.1;70.8
66;2021-08-29;243;333;369391;339512;77.1;70.9
66;2021-08-30;835;2597;370226;342109;77.3;71.4
66;2021-08-31;824;2724;371050;344833;77.5;72.0
66;2021-09-01;728;2160;371778;346993;77.6;72.4
66;2021-09-02;665;1904;372443;348897;77.8;72.8
66;2021-09-03;703;2189;373146;351086;77.9;73.3
66;2021-09-04;699;1785;373845;352871;78.0;73.7
66;2021-09-05;203;311;374048;353182;78.1;73.7
66;2021-09-06;422;2118;374470;355300;78.2;74.2
66;2021-09-07;374;1687;374844;356987;78.3;74.5
66;2021-09-08;529;1835;375373;358822;78.4;74.9
67;2020-12-27;8;0;8;0;0.0;0.0
67;2020-12-28;4;0;12;0;0.0;0.0
67;2020-12-29;2;0;14;0;0.0;0.0
67;2020-12-30;0;0;14;0;0.0;0.0
67;2020-12-31;0;0;14;0;0.0;0.0
67;2021-01-01;4;0;18;0;0.0;0.0
67;2021-01-02;1;0;19;0;0.0;0.0
67;2021-01-03;1;0;20;0;0.0;0.0
67;2021-01-04;41;0;61;0;0.0;0.0
67;2021-01-05;167;0;228;0;0.0;0.0
67;2021-01-06;121;0;349;0;0.0;0.0
67;2021-01-07;235;1;584;1;0.1;0.0
67;2021-01-08;233;1;817;2;0.1;0.0
67;2021-01-09;113;1;930;3;0.1;0.0
67;2021-01-10;67;0;997;3;0.1;0.0
67;2021-01-11;182;1;1179;4;0.1;0.0
67;2021-01-12;511;1;1690;5;0.1;0.0
67;2021-01-13;655;2;2345;7;0.2;0.0
67;2021-01-14;1085;7;3430;14;0.3;0.0
67;2021-01-15;938;6;4368;20;0.4;0.0
67;2021-01-16;196;3;4564;23;0.4;0.0
67;2021-01-17;101;0;4665;23;0.4;0.0
67;2021-01-18;899;3;5564;26;0.5;0.0
67;2021-01-19;1424;5;6988;31;0.6;0.0
67;2021-01-20;1854;12;8842;43;0.8;0.0
67;2021-01-21;2211;9;11053;52;1.0;0.0
67;2021-01-22;1991;7;13044;59;1.2;0.0
67;2021-01-23;813;5;13857;64;1.2;0.0
67;2021-01-24;380;1;14237;65;1.3;0.0
67;2021-01-25;526;30;14763;95;1.3;0.0
67;2021-01-26;159;104;14922;199;1.3;0.0
67;2021-01-27;1397;86;16319;285;1.4;0.0
67;2021-01-28;3054;212;19373;497;1.7;0.0
67;2021-01-29;2029;153;21402;650;1.9;0.1
67;2021-01-30;1096;73;22498;723;2.0;0.1
67;2021-01-31;1163;26;23661;749;2.1;0.1
67;2021-02-01;3392;243;27053;992;2.4;0.1
67;2021-02-02;2692;407;29745;1399;2.6;0.1
67;2021-02-03;1573;388;31318;1787;2.8;0.2
67;2021-02-04;1193;732;32511;2519;2.9;0.2
67;2021-02-05;1193;616;33704;3135;3.0;0.3
67;2021-02-06;793;133;34497;3268;3.0;0.3
67;2021-02-07;291;37;34788;3305;3.1;0.3
67;2021-02-08;839;402;35627;3707;3.1;0.3
67;2021-02-09;958;675;36585;4382;3.2;0.4
67;2021-02-10;931;721;37516;5103;3.3;0.5
67;2021-02-11;1151;1077;38667;6180;3.4;0.5
67;2021-02-12;1245;703;39912;6883;3.5;0.6
67;2021-02-13;765;258;40677;7141;3.6;0.6
67;2021-02-14;244;91;40921;7232;3.6;0.6
67;2021-02-15;780;706;41701;7938;3.7;0.7
67;2021-02-16;930;944;42631;8882;3.8;0.8
67;2021-02-17;783;1030;43414;9912;3.8;0.9
67;2021-02-18;1401;2391;44815;12303;4.0;1.1
67;2021-02-19;1374;1892;46189;14195;4.1;1.3
67;2021-02-20;632;786;46821;14981;4.1;1.3
67;2021-02-21;209;1112;47030;16093;4.2;1.4
67;2021-02-22;1404;2097;48434;18190;4.3;1.6
67;2021-02-23;1462;1456;49896;19646;4.4;1.7
67;2021-02-24;1437;944;51333;20590;4.5;1.8
67;2021-02-25;1617;1335;52950;21925;4.7;1.9
67;2021-02-26;2227;1270;55177;23195;4.9;2.0
67;2021-02-27;1257;678;56434;23873;5.0;2.1
67;2021-02-28;147;291;56581;24164;5.0;2.1
67;2021-03-01;640;904;57221;25068;5.1;2.2
67;2021-03-02;896;1096;58117;26164;5.1;2.3
67;2021-03-03;1409;1189;59526;27353;5.3;2.4
67;2021-03-04;1961;986;61487;28339;5.4;2.5
67;2021-03-05;3258;1048;64745;29387;5.7;2.6
67;2021-03-06;2334;720;67079;30107;5.9;2.7
67;2021-03-07;466;263;67545;30370;6.0;2.7
67;2021-03-08;1188;752;68733;31122;6.1;2.7
67;2021-03-09;2225;868;70958;31990;6.3;2.8
67;2021-03-10;2448;1164;73406;33154;6.5;2.9
67;2021-03-11;3207;1346;76613;34500;6.8;3.0
67;2021-03-12;5260;1348;81873;35848;7.2;3.2
67;2021-03-13;3997;873;85870;36721;7.6;3.2
67;2021-03-14;483;380;86353;37101;7.6;3.3
67;2021-03-15;2188;1148;88541;38249;7.8;3.4
67;2021-03-16;1552;1221;90093;39470;8.0;3.5
67;2021-03-17;2069;908;92162;40378;8.1;3.6
67;2021-03-18;2389;730;94551;41108;8.3;3.6
67;2021-03-19;3671;745;98222;41853;8.7;3.7
67;2021-03-20;3062;508;101284;42361;8.9;3.7
67;2021-03-21;335;17;101619;42378;9.0;3.7
67;2021-03-22;2332;769;103951;43147;9.2;3.8
67;2021-03-23;3401;773;107352;43920;9.5;3.9
67;2021-03-24;3909;805;111261;44725;9.8;3.9
67;2021-03-25;5314;537;116575;45262;10.3;4.0
67;2021-03-26;6868;476;123443;45738;10.9;4.0
67;2021-03-27;3925;344;127368;46082;11.2;4.1
67;2021-03-28;580;100;127948;46182;11.3;4.1
67;2021-03-29;3820;426;131768;46608;11.6;4.1
67;2021-03-30;4845;665;136613;47273;12.1;4.2
67;2021-03-31;4848;695;141461;47968;12.5;4.2
67;2021-04-01;5147;927;146608;48895;12.9;4.3
67;2021-04-02;1008;174;147616;49069;13.0;4.3
67;2021-04-03;1689;284;149305;49353;13.2;4.4
67;2021-04-04;327;5;149632;49358;13.2;4.4
67;2021-04-05;371;4;150003;49362;13.2;4.4
67;2021-04-06;3482;1178;153485;50540;13.6;4.5
67;2021-04-07;4531;1282;158016;51822;14.0;4.6
67;2021-04-08;5660;1406;163676;53228;14.5;4.7
67;2021-04-09;7110;1351;170786;54579;15.1;4.8
67;2021-04-10;4333;888;175119;55467;15.5;4.9
67;2021-04-11;855;426;175974;55893;15.5;4.9
67;2021-04-12;3887;1402;179861;57295;15.9;5.1
67;2021-04-13;4892;1574;184753;58869;16.3;5.2
67;2021-04-14;5289;1898;190042;60767;16.8;5.4
67;2021-04-15;6080;2106;196122;62873;17.3;5.6
67;2021-04-16;7837;2419;203959;65292;18.0;5.8
67;2021-04-17;4008;1576;207967;66868;18.4;5.9
67;2021-04-18;1112;646;209079;67514;18.5;6.0
67;2021-04-19;3632;2139;212711;69653;18.8;6.1
67;2021-04-20;4258;1917;216969;71570;19.2;6.3
67;2021-04-21;4069;2511;221038;74081;19.5;6.5
67;2021-04-22;4479;2915;225517;76996;19.9;6.8
67;2021-04-23;5246;3003;230763;79999;20.4;7.1
67;2021-04-24;3100;2023;233863;82022;20.6;7.2
67;2021-04-25;1028;451;234891;82473;20.7;7.3
67;2021-04-26;3191;2617;238082;85090;21.0;7.5
67;2021-04-27;4024;2912;242106;88002;21.4;7.8
67;2021-04-28;4253;3419;246359;91421;21.8;8.1
67;2021-04-29;5125;3495;251484;94916;22.2;8.4
67;2021-04-30;7180;2476;258664;97392;22.8;8.6
67;2021-05-01;2686;784;261350;98176;23.1;8.7
67;2021-05-02;2182;676;263532;98852;23.3;8.7
67;2021-05-03;5562;2613;269094;101465;23.8;9.0
67;2021-05-04;5854;3603;274948;105068;24.3;9.3
67;2021-05-05;5219;4194;280167;109262;24.7;9.6
67;2021-05-06;6714;4921;286881;114183;25.3;10.1
67;2021-05-07;6435;6906;293316;121089;25.9;10.7
67;2021-05-08;3575;1022;296891;122111;26.2;10.8
67;2021-05-09;3371;592;300262;122703;26.5;10.8
67;2021-05-10;4697;4529;304959;127232;26.9;11.2
67;2021-05-11;5649;4918;310608;132150;27.4;11.7
67;2021-05-12;6599;4844;317207;136994;28.0;12.1
67;2021-05-13;7313;1676;324520;138670;28.7;12.2
67;2021-05-14;8880;5356;333400;144026;29.4;12.7
67;2021-05-15;8196;3657;341596;147683;30.2;13.0
67;2021-05-16;6178;969;347774;148652;30.7;13.1
67;2021-05-17;5695;3887;353469;152539;31.2;13.5
67;2021-05-18;6900;3984;360369;156523;31.8;13.8
67;2021-05-19;7377;4171;367746;160694;32.5;14.2
67;2021-05-20;8694;4237;376440;164931;33.2;14.6
67;2021-05-21;8165;5860;384605;170791;34.0;15.1
67;2021-05-22;5937;3418;390542;174209;34.5;15.4
67;2021-05-23;2660;593;393202;174802;34.7;15.4
67;2021-05-24;4418;865;397620;175667;35.1;15.5
67;2021-05-25;5415;4772;403035;180439;35.6;15.9
67;2021-05-26;6065;4873;409100;185312;36.1;16.4
67;2021-05-27;7315;4895;416415;190207;36.8;16.8
67;2021-05-28;7967;6499;424382;196706;37.5;17.4
67;2021-05-29;6652;3872;431034;200578;38.1;17.7
67;2021-05-30;1147;809;432181;201387;38.2;17.8
67;2021-05-31;6408;4059;438589;205446;38.7;18.1
67;2021-06-01;7328;4401;445917;209847;39.4;18.5
67;2021-06-02;8066;4176;453983;214023;40.1;18.9
67;2021-06-03;8843;4861;462826;218884;40.9;19.3
67;2021-06-04;8596;6128;471422;225012;41.6;19.9
67;2021-06-05;6554;3980;477976;228992;42.2;20.2
67;2021-06-06;3478;874;481454;229866;42.5;20.3
67;2021-06-07;7415;4254;488869;234120;43.2;20.7
67;2021-06-08;8630;4926;497499;239046;43.9;21.1
67;2021-06-09;9264;4797;506763;243843;44.7;21.5
67;2021-06-10;9776;5010;516539;248853;45.6;22.0
67;2021-06-11;8070;8319;524609;257172;46.3;22.7
67;2021-06-12;6791;5202;531400;262374;46.9;23.2
67;2021-06-13;3108;1044;534508;263418;47.2;23.3
67;2021-06-14;5511;6459;540019;269877;47.7;23.8
67;2021-06-15;6688;6751;546707;276628;48.3;24.4
67;2021-06-16;6953;6703;553660;283331;48.9;25.0
67;2021-06-17;7275;9056;560935;292387;49.5;25.8
67;2021-06-18;7606;8510;568541;300897;50.2;26.6
67;2021-06-19;6390;5966;574931;306863;50.8;27.1
67;2021-06-20;1451;1413;576382;308276;50.9;27.2
67;2021-06-21;4267;6773;580649;315049;51.3;27.8
67;2021-06-22;4243;9097;584892;324146;51.6;28.6
67;2021-06-23;5294;8187;590186;332333;52.1;29.3
67;2021-06-24;4521;9100;594707;341433;52.5;30.1
67;2021-06-25;5341;9954;600048;351387;53.0;31.0
67;2021-06-26;3466;9103;603514;360490;53.3;31.8
67;2021-06-27;1024;3524;604538;364014;53.4;32.1
67;2021-06-28;2848;8731;607386;372745;53.6;32.9
67;2021-06-29;2899;8614;610285;381359;53.9;33.7
67;2021-06-30;3383;8743;613668;390102;54.2;34.4
67;2021-07-01;3615;8423;617283;398525;54.5;35.2
67;2021-07-02;3737;10936;621020;409461;54.8;36.2
67;2021-07-03;2980;7747;624000;417208;55.1;36.8
67;2021-07-04;764;1871;624764;419079;55.2;37.0
67;2021-07-05;2624;8253;627388;427332;55.4;37.7
67;2021-07-06;3103;8439;630491;435771;55.7;38.5
67;2021-07-07;3927;8742;634418;444513;56.0;39.2
67;2021-07-08;4195;7788;638613;452301;56.4;39.9
67;2021-07-09;3768;11373;642381;463674;56.7;40.9
67;2021-07-10;2862;8208;645243;471882;57.0;41.7
67;2021-07-11;944;1995;646187;473877;57.1;41.8
67;2021-07-12;2479;9725;648666;483602;57.3;42.7
67;2021-07-13;4120;9890;652786;493492;57.6;43.6
67;2021-07-14;3490;4410;656276;497902;57.9;44.0
67;2021-07-15;5141;12229;661417;510131;58.4;45.0
67;2021-07-16;4869;12295;666286;522426;58.8;46.1
67;2021-07-17;3737;8826;670023;531252;59.2;46.9
67;2021-07-18;1464;2550;671487;533802;59.3;47.1
67;2021-07-19;4647;9743;676134;543545;59.7;48.0
67;2021-07-20;5777;9824;681911;553369;60.2;48.9
67;2021-07-21;5869;10652;687780;564021;60.7;49.8
67;2021-07-22;6440;10228;694220;574249;61.3;50.7
67;2021-07-23;7401;11188;701621;585437;61.9;51.7
67;2021-07-24;5424;7579;707045;593016;62.4;52.4
67;2021-07-25;2317;1969;709362;594985;62.6;52.5
67;2021-07-26;5010;7247;714372;602232;63.1;53.2
67;2021-07-27;6631;7320;721003;609552;63.7;53.8
