dep;semaine;nb_crib;nb_pos;tx_crib;nb_A0;nb_A1;tx_A1;nb_B0;nb_B1;tx_B1;nb_C0;nb_C1;tx_C1
15;2021-06-25-2021-07-01;13.00;15.00;86.67;9.00;2.00;18.18;8.00;3.00;27.27;7.00;4.00;36.36
15;2021-06-26-2021-07-02;9.00;10.00;90.00;6.00;1.00;14.29;6.00;1.00;14.29;5.00;2.00;28.57
15;2021-06-27-2021-07-03;10.00;13.00;76.92;7.00;1.00;12.50;7.00;1.00;12.50;5.00;3.00;37.50
15;2021-06-28-2021-07-04;11.00;14.00;78.57;8.00;1.00;11.11;8.00;1.00;11.11;6.00;3.00;33.33
15;2021-06-29-2021-07-05;11.00;15.00;73.33;8.00;1.00;11.11;8.00;1.00;11.11;6.00;3.00;33.33
15;2021-06-30-2021-07-06;8.00;13.00;61.54;5.00;1.00;16.67;6.00;0.00;0.00;3.00;3.00;50.00
15;2021-07-01-2021-07-07;7.00;14.00;50.00;4.00;1.00;20.00;5.00;0.00;0.00;2.00;3.00;60.00
15;2021-07-02-2021-07-08;7.00;16.00;43.75;5.00;0.00;0.00;5.00;0.00;0.00;1.00;4.00;80.00
15;2021-07-03-2021-07-09;10.00;20.00;50.00;8.00;0.00;0.00;8.00;0.00;0.00;2.00;6.00;75.00
15;2021-07-04-2021-07-10;10.00;18.00;55.56;8.00;0.00;0.00;8.00;0.00;0.00;2.00;6.00;75.00
15;2021-07-05-2021-07-11;10.00;18.00;55.56;8.00;0.00;0.00;8.00;0.00;0.00;1.00;7.00;87.50
15;2021-07-06-2021-07-12;14.00;21.00;66.67;12.00;0.00;0.00;12.00;0.00;0.00;2.00;10.00;83.33
15;2021-07-07-2021-07-13;17.00;25.00;68.00;17.00;0.00;0.00;17.00;0.00;0.00;3.00;14.00;82.35
15;2021-07-08-2021-07-14;17.00;22.00;77.27;16.00;0.00;0.00;16.00;0.00;0.00;3.00;13.00;81.25
15;2021-07-09-2021-07-15;18.00;21.00;85.71;17.00;0.00;0.00;17.00;0.00;0.00;3.00;14.00;82.35
15;2021-07-10-2021-07-16;16.00;19.00;84.21;14.00;1.00;6.67;15.00;0.00;0.00;3.00;12.00;80.00
15;2021-07-11-2021-07-17;23.00;33.00;69.70;21.00;1.00;4.55;22.00;0.00;0.00;4.00;18.00;81.82
15;2021-07-12-2021-07-18;22.00;33.00;66.67;20.00;1.00;4.76;21.00;0.00;0.00;4.00;17.00;80.95
15;2021-07-13-2021-07-19;29.00;41.00;70.73;27.00;1.00;3.57;28.00;0.00;0.00;3.00;25.00;89.29
15;2021-07-14-2021-07-20;30.00;43.00;69.77;27.00;2.00;6.90;29.00;0.00;0.00;4.00;25.00;86.21
15;2021-07-15-2021-07-21;33.00;53.00;62.26;31.00;2.00;6.06;33.00;0.00;0.00;5.00;28.00;84.85
15;2021-07-16-2021-07-22;41.00;68.00;60.29;37.00;2.00;5.13;39.00;0.00;0.00;5.00;34.00;87.18
15;2021-07-17-2021-07-23;53.00;82.00;64.63;49.00;1.00;2.00;50.00;0.00;0.00;5.00;46.00;90.20
15;2021-07-18-2021-07-24;48.00;72.00;66.67;44.00;1.00;2.22;45.00;0.00;0.00;4.00;42.00;91.30
15;2021-07-19-2021-07-25;48.00;71.00;67.61;44.00;1.00;2.22;45.00;0.00;0.00;4.00;42.00;91.30
15;2021-07-20-2021-07-26;45.00;68.00;66.18;40.00;2.00;4.76;42.00;0.00;0.00;6.00;37.00;86.05
15;2021-07-21-2021-07-27;48.00;78.00;61.54;44.00;1.00;2.22;45.00;0.00;0.00;5.00;41.00;89.13
15;2021-07-22-2021-07-28;57.00;88.00;64.77;52.00;1.00;1.89;53.00;0.00;0.00;4.00;50.00;92.59
15;2021-07-23-2021-07-29;53.00;82.00;64.63;49.00;1.00;2.00;50.00;0.00;0.00;5.00;46.00;90.20
15;2021-07-24-2021-07-30;45.00;81.00;55.56;42.00;1.00;2.33;43.00;0.00;0.00;4.00;39.00;90.70
15;2021-07-25-2021-07-31;47.00;87.00;54.02;44.00;1.00;2.22;45.00;0.00;0.00;4.00;41.00;91.11
15;2021-07-26-2021-08-01;51.00;91.00;56.04;48.00;1.00;2.04;49.00;0.00;0.00;4.00;45.00;91.84
15;2021-07-27-2021-08-02;60.00;107.00;56.07;58.00;0.00;0.00;58.00;0.00;0.00;2.00;56.00;96.55
15;2021-07-28-2021-08-03;66.00;112.00;58.93;64.00;0.00;0.00;64.00;0.00;0.00;2.00;62.00;96.88
15;2021-07-29-2021-08-04;72.00;114.00;63.16;70.00;1.00;1.41;71.00;0.00;0.00;4.00;67.00;94.37
15;2021-07-30-2021-08-05;79.00;120.00;65.83;77.00;1.00;1.28;78.00;0.00;0.00;5.00;73.00;93.59
15;2021-07-31-2021-08-06;89.00;128.00;69.53;86.00;1.00;1.15;87.00;0.00;0.00;5.00;82.00;94.25
15;2021-08-01-2021-08-07;98.00;139.00;70.50;94.00;1.00;1.05;95.00;0.00;0.00;5.00;90.00;94.74
15;2021-08-02-2021-08-08;94.00;135.00;69.63;90.00;1.00;1.10;91.00;0.00;0.00;5.00;86.00;94.51
26;2021-05-31-2021-06-06;131.00;249.00;52.61;114.00;1.00;0.87;7.00;0.00;0.00;6.00;0.00;0.00
26;2021-06-01-2021-06-07;114.00;238.00;47.90;96.00;1.00;1.03;7.00;0.00;0.00;6.00;0.00;0.00
26;2021-06-02-2021-06-08;102.00;220.00;46.36;85.00;1.00;1.16;7.00;0.00;0.00;6.00;0.00;0.00
26;2021-06-03-2021-06-09;93.00;196.00;47.45;77.00;1.00;1.28;7.00;0.00;0.00;8.00;0.00;0.00
26;2021-06-04-2021-06-10;78.00;162.00;48.15;59.00;5.00;7.81;9.00;0.00;0.00;9.00;0.00;0.00
26;2021-06-05-2021-06-11;71.00;151.00;47.02;52.00;5.00;8.77;13.00;0.00;0.00;13.00;0.00;0.00
26;2021-06-06-2021-06-12;69.00;144.00;47.92;51.00;5.00;8.93;16.00;0.00;0.00;16.00;0.00;0.00
26;2021-06-07-2021-06-13;69.00;147.00;46.94;51.00;5.00;8.93;16.00;0.00;0.00;16.00;0.00;0.00
26;2021-06-08-2021-06-14;65.00;112.00;58.04;46.00;5.00;9.80;22.00;0.00;0.00;21.00;1.00;4.55
26;2021-06-09-2021-06-15;63.00;101.00;62.38;42.00;5.00;10.64;29.00;0.00;0.00;27.00;2.00;6.90
26;2021-06-10-2021-06-16;58.00;88.00;65.91;38.00;5.00;11.63;31.00;0.00;0.00;29.00;2.00;6.45
26;2021-06-11-2021-06-17;48.00;81.00;59.26;33.00;2.00;5.71;31.00;1.00;3.12;29.00;2.00;6.45
26;2021-06-12-2021-06-18;41.00;66.00;62.12;29.00;2.00;6.45;28.00;1.00;3.45;26.00;2.00;7.14
26;2021-06-13-2021-06-19;36.00;64.00;56.25;26.00;2.00;7.14;27.00;1.00;3.57;25.00;2.00;7.41
26;2021-06-14-2021-06-20;36.00;61.00;59.02;26.00;2.00;7.14;27.00;1.00;3.57;25.00;2.00;7.41
26;2021-06-15-2021-06-21;39.00;66.00;59.09;30.00;1.00;3.23;30.00;1.00;3.23;29.00;1.00;3.33
26;2021-06-16-2021-06-22;38.00;73.00;52.05;30.00;2.00;6.25;31.00;1.00;3.12;30.00;1.00;3.23
26;2021-06-17-2021-06-23;41.00;76.00;53.95;35.00;2.00;5.41;35.00;1.00;2.78;34.00;2.00;5.56
26;2021-06-18-2021-06-24;41.00;75.00;54.67;36.00;1.00;2.70;36.00;0.00;0.00;33.00;4.00;10.81
26;2021-06-19-2021-06-25;40.00;74.00;54.05;36.00;1.00;2.70;36.00;0.00;0.00;30.00;7.00;18.92
26;2021-06-20-2021-06-26;43.00;74.00;58.11;38.00;1.00;2.56;38.00;0.00;0.00;28.00;11.00;28.21
26;2021-06-21-2021-06-27;44.00;73.00;60.27;39.00;1.00;2.50;39.00;0.00;0.00;28.00;12.00;30.00
26;2021-06-22-2021-06-28;38.00;65.00;58.46;35.00;1.00;2.78;35.00;0.00;0.00;20.00;16.00;44.44
26;2021-06-23-2021-06-29;37.00;55.00;67.27;33.00;3.00;8.33;35.00;0.00;0.00;19.00;17.00;47.22
26;2021-06-24-2021-06-30;37.00;59.00;62.71;31.00;5.00;13.89;36.00;0.00;0.00;15.00;21.00;58.33
26;2021-06-25-2021-07-01;39.00;62.00;62.90;33.00;5.00;13.16;38.00;0.00;0.00;14.00;24.00;63.16
26;2021-06-26-2021-07-02;38.00;60.00;63.33;32.00;5.00;13.51;37.00;0.00;0.00;14.00;23.00;62.16
26;2021-06-27-2021-07-03;35.00;61.00;57.38;28.00;6.00;17.65;34.00;0.00;0.00;14.00;20.00;58.82
26;2021-06-28-2021-07-04;36.00;66.00;54.55;29.00;6.00;17.14;35.00;0.00;0.00;14.00;21.00;60.00
26;2021-06-29-2021-07-05;40.00;77.00;51.95;32.00;6.00;15.79;38.00;0.00;0.00;14.00;24.00;63.16
26;2021-06-30-2021-07-06;44.00;86.00;51.16;37.00;3.00;7.50;40.00;0.00;0.00;10.00;30.00;75.00
26;2021-07-01-2021-07-07;49.00;88.00;55.68;44.00;1.00;2.22;45.00;0.00;0.00;7.00;38.00;84.44
26;2021-07-02-2021-07-08;58.00;102.00;56.86;52.00;1.00;1.89;53.00;0.00;0.00;9.00;44.00;83.02
26;2021-07-03-2021-07-09;78.00;130.00;60.00;71.00;1.00;1.39;72.00;0.00;0.00;15.00;57.00;79.17
26;2021-07-04-2021-07-10;90.00;148.00;60.81;82.00;0.00;0.00;82.00;0.00;0.00;14.00;68.00;82.93
26;2021-07-05-2021-07-11;89.00;144.00;61.81;80.00;0.00;0.00;80.00;0.00;0.00;14.00;66.00;82.50
26;2021-07-06-2021-07-12;126.00;180.00;70.00;116.00;0.00;0.00;116.00;0.00;0.00;21.00;95.00;81.90
26;2021-07-07-2021-07-13;142.00;207.00;68.60;134.00;0.00;0.00;134.00;0.00;0.00;24.00;110.00;82.09
26;2021-07-08-2021-07-14;131.00;199.00;65.83;123.00;0.00;0.00;123.00;0.00;0.00;23.00;100.00;81.30
26;2021-07-09-2021-07-15;178.00;253.00;70.36;168.00;0.00;0.00;168.00;0.00;0.00;29.00;139.00;82.74
26;2021-07-10-2021-07-16;205.00;290.00;70.69;194.00;0.00;0.00;193.00;1.00;0.52;31.00;163.00;84.02
26;2021-07-11-2021-07-17;215.00;307.00;70.03;206.00;0.00;0.00;205.00;1.00;0.49;34.00;172.00;83.50
26;2021-07-12-2021-07-18;217.00;310.00;70.00;209.00;0.00;0.00;208.00;1.00;0.48;34.00;175.00;83.73
26;2021-07-13-2021-07-19;257.00;388.00;66.24;246.00;0.00;0.00;245.00;1.00;0.41;39.00;207.00;84.15
26;2021-07-14-2021-07-20;310.00;480.00;64.58;299.00;0.00;0.00;298.00;1.00;0.33;44.00;255.00;85.28
26;2021-07-15-2021-07-21;414.00;640.00;64.69;402.00;0.00;0.00;401.00;1.00;0.25;56.00;346.00;86.07
26;2021-07-16-2021-07-22;473.00;738.00;64.09;458.00;0.00;0.00;456.00;2.00;0.44;57.00;401.00;87.55
26;2021-07-17-2021-07-23;539.00;868.00;62.10;517.00;1.00;0.19;518.00;1.00;0.19;62.00;457.00;88.05
26;2021-07-18-2021-07-24;556.00;940.00;59.15;533.00;1.00;0.19;534.00;1.00;0.19;65.00;470.00;87.85
26;2021-07-19-2021-07-25;564.00;959.00;58.81;540.00;2.00;0.37;541.00;1.00;0.18;65.00;477.00;88.01
26;2021-07-20-2021-07-26;656.00;1116.00;58.78;629.00;3.00;0.47;631.00;1.00;0.16;85.00;547.00;86.55
26;2021-07-21-2021-07-27;719.00;1192.00;60.32;684.00;3.00;0.44;685.00;2.00;0.29;103.00;584.00;85.01
26;2021-07-22-2021-07-28;756.00;1254.00;60.29;720.00;3.00;0.41;721.00;2.00;0.28;127.00;596.00;82.43
26;2021-07-23-2021-07-29;758.00;1297.00;58.44;728.00;3.00;0.41;730.00;1.00;0.14;135.00;596.00;81.53
26;2021-07-24-2021-07-30;760.00;1319.00;57.62;738.00;2.00;0.27;738.00;1.00;0.14;138.00;601.00;81.33
26;2021-07-25-2021-07-31;771.00;1326.00;58.14;749.00;2.00;0.27;748.00;1.00;0.13;146.00;604.00;80.53
26;2021-07-26-2021-08-01;765.00;1317.00;58.09;744.00;1.00;0.13;743.00;1.00;0.13;147.00;598.00;80.27
26;2021-07-27-2021-08-02;817.00;1376.00;59.38;793.00;1.00;0.13;792.00;1.00;0.13;164.00;629.00;79.32
26;2021-07-28-2021-08-03;829.00;1378.00;60.16;810.00;1.00;0.12;810.00;0.00;0.00;172.00;639.00;78.79
26;2021-07-29-2021-08-04;808.00;1352.00;59.76;782.00;1.00;0.13;782.00;0.00;0.00;151.00;632.00;80.72
26;2021-07-30-2021-08-05;812.00;1379.00;58.88;777.00;1.00;0.13;777.00;0.00;0.00;153.00;625.00;80.33
26;2021-07-31-2021-08-06;840.00;1423.00;59.03;800.00;1.00;0.12;800.00;0.00;0.00;152.00;649.00;81.02
26;2021-08-01-2021-08-07;852.00;1462.00;58.28;809.00;1.00;0.12;810.00;0.00;0.00;141.00;669.00;82.59
26;2021-08-02-2021-08-08;850.00;1476.00;57.59;807.00;1.00;0.12;806.00;0.00;0.00;140.00;667.00;82.65
38;2021-05-31-2021-06-06;164.00;794.00;20.65;122.00;7.00;5.43;30.00;2.00;6.25;27.00;8.00;22.86
38;2021-06-01-2021-06-07;159.00;720.00;22.08;120.00;7.00;5.51;43.00;2.00;4.44;42.00;8.00;16.00
38;2021-06-02-2021-06-08;153.00;694.00;22.05;121.00;6.00;4.72;49.00;3.00;5.77;52.00;9.00;14.75
38;2021-06-03-2021-06-09;164.00;667.00;24.59;133.00;5.00;3.62;67.00;3.00;4.29;70.00;10.00;12.50
38;2021-06-04-2021-06-10;167.00;625.00;26.72;134.00;7.00;4.96;77.00;3.00;3.75;80.00;10.00;11.11
38;2021-06-05-2021-06-11;194.00;579.00;33.51;160.00;5.00;3.03;79.00;1.00;1.25;87.00;3.00;3.33
38;2021-06-06-2021-06-12;215.00;577.00;37.26;176.00;5.00;2.76;85.00;1.00;1.16;93.00;3.00;3.12
38;2021-06-07-2021-06-13;209.00;570.00;36.67;172.00;5.00;2.82;81.00;1.00;1.22;88.00;3.00;3.30
38;2021-06-08-2021-06-14;229.00;502.00;45.62;181.00;9.00;4.74;111.00;1.00;0.89;110.00;10.00;8.33
38;2021-06-09-2021-06-15;227.00;436.00;52.06;177.00;10.00;5.35;126.00;0.00;0.00;118.00;13.00;9.92
38;2021-06-10-2021-06-16;215.00;378.00;56.88;170.00;11.00;6.08;126.00;0.00;0.00;111.00;18.00;13.95
38;2021-06-11-2021-06-17;231.00;362.00;63.81;181.00;10.00;5.24;140.00;0.00;0.00;116.00;27.00;18.88
38;2021-06-12-2021-06-18;201.00;323.00;62.23;157.00;8.00;4.85;146.00;0.00;0.00;120.00;29.00;19.46
38;2021-06-13-2021-06-19;187.00;312.00;59.94;144.00;8.00;5.26;146.00;0.00;0.00;115.00;34.00;22.82
38;2021-06-14-2021-06-20;186.00;310.00;60.00;143.00;8.00;5.30;146.00;0.00;0.00;114.00;35.00;23.49
38;2021-06-15-2021-06-21;154.00;266.00;57.89;127.00;3.00;2.31;128.00;0.00;0.00;92.00;38.00;29.23
38;2021-06-16-2021-06-22;143.00;254.00;56.30;116.00;3.00;2.52;117.00;0.00;0.00;82.00;37.00;31.09
38;2021-06-17-2021-06-23;152.00;264.00;57.58;124.00;2.00;1.59;124.00;0.00;0.00;82.00;44.00;34.92
38;2021-06-18-2021-06-24;138.00;251.00;54.98;116.00;1.00;0.85;114.00;0.00;0.00;75.00;42.00;35.90
38;2021-06-19-2021-06-25;132.00;252.00;52.38;114.00;1.00;0.87;113.00;0.00;0.00;64.00;51.00;44.35
38;2021-06-20-2021-06-26;133.00;252.00;52.78;115.00;2.00;1.71;114.00;0.00;0.00;68.00;49.00;41.88
38;2021-06-21-2021-06-27;134.00;254.00;52.76;115.00;2.00;1.71;114.00;0.00;0.00;68.00;49.00;41.88
38;2021-06-22-2021-06-28;147.00;273.00;53.85;123.00;4.00;3.15;124.00;0.00;0.00;69.00;58.00;45.67
38;2021-06-23-2021-06-29;167.00;282.00;59.22;141.00;4.00;2.76;143.00;0.00;0.00;74.00;71.00;48.97
38;2021-06-24-2021-06-30;173.00;286.00;60.49;143.00;5.00;3.38;146.00;0.00;0.00;65.00;83.00;56.08
38;2021-06-25-2021-07-01;183.00;290.00;63.10;149.00;7.00;4.49;155.00;0.00;0.00;63.00;93.00;59.62
38;2021-06-26-2021-07-02;196.00;293.00;66.89;158.00;8.00;4.82;166.00;0.00;0.00;64.00;102.00;61.45
38;2021-06-27-2021-07-03;205.00;301.00;68.11;164.00;9.00;5.20;174.00;0.00;0.00;61.00;112.00;64.74
38;2021-06-28-2021-07-04;211.00;304.00;69.41;171.00;9.00;5.00;181.00;0.00;0.00;61.00;119.00;66.11
38;2021-06-29-2021-07-05;229.00;331.00;69.18;185.00;7.00;3.65;193.00;0.00;0.00;53.00;139.00;72.40
38;2021-06-30-2021-07-06;253.00;369.00;68.56;208.00;7.00;3.26;216.00;0.00;0.00;49.00;166.00;77.21
38;2021-07-01-2021-07-07;270.00;396.00;68.18;215.00;7.00;3.15;222.00;0.00;0.00;49.00;172.00;77.83
38;2021-07-02-2021-07-08;299.00;428.00;69.86;243.00;5.00;2.02;247.00;0.00;0.00;46.00;201.00;81.38
38;2021-07-03-2021-07-09;328.00;483.00;67.91;272.00;4.00;1.45;274.00;0.00;0.00;40.00;235.00;85.45
38;2021-07-04-2021-07-10;343.00;521.00;65.83;285.00;2.00;0.70;285.00;0.00;0.00;40.00;246.00;86.01
38;2021-07-05-2021-07-11;346.00;528.00;65.53;287.00;2.00;0.69;287.00;0.00;0.00;41.00;247.00;85.76
38;2021-07-06-2021-07-12;400.00;604.00;66.23;337.00;2.00;0.59;335.00;0.00;0.00;45.00;291.00;86.61
38;2021-07-07-2021-07-13;461.00;699.00;65.95;390.00;2.00;0.51;388.00;0.00;0.00;46.00;343.00;88.17
38;2021-07-08-2021-07-14;420.00;649.00;64.71;363.00;2.00;0.55;362.00;0.00;0.00;44.00;319.00;87.88
38;2021-07-09-2021-07-15;506.00;780.00;64.87;446.00;3.00;0.67;446.00;0.00;0.00;51.00;395.00;88.57
38;2021-07-10-2021-07-16;578.00;865.00;66.82;516.00;6.00;1.15;519.00;0.00;0.00;57.00;463.00;89.04
38;2021-07-11-2021-07-17;623.00;971.00;64.16;559.00;9.00;1.58;564.00;1.00;0.18;59.00;507.00;89.58
38;2021-07-12-2021-07-18;628.00;993.00;63.24;563.00;9.00;1.57;568.00;1.00;0.18;58.00;512.00;89.82
38;2021-07-13-2021-07-19;812.00;1261.00;64.39;748.00;13.00;1.71;758.00;2.00;0.26;71.00;690.00;90.67
38;2021-07-14-2021-07-20;974.00;1513.00;64.38;911.00;14.00;1.51;921.00;3.00;0.32;73.00;852.00;92.11
38;2021-07-15-2021-07-21;1247.00;1918.00;65.02;1169.00;14.00;1.18;1179.00;3.00;0.25;89.00;1094.00;92.48
38;2021-07-16-2021-07-22;1391.00;2093.00;66.46;1293.00;13.00;1.00;1302.00;4.00;0.31;95.00;1213.00;92.74
38;2021-07-17-2021-07-23;1515.00;2282.00;66.39;1402.00;11.00;0.78;1409.00;4.00;0.28;95.00;1320.00;93.29
38;2021-07-18-2021-07-24;1560.00;2352.00;66.33;1441.00;8.00;0.55;1446.00;3.00;0.21;96.00;1356.00;93.39
38;2021-07-19-2021-07-25;1554.00;2357.00;65.93;1435.00;8.00;0.55;1440.00;3.00;0.21;96.00;1350.00;93.36
38;2021-07-20-2021-07-26;1640.00;2533.00;64.75;1498.00;5.00;0.33;1501.00;2.00;0.13;92.00;1419.00;93.91
38;2021-07-21-2021-07-27;1727.00;2638.00;65.47;1562.00;4.00;0.26;1564.00;2.00;0.13;102.00;1473.00;93.52
38;2021-07-22-2021-07-28;1729.00;2652.00;65.20;1554.00;4.00;0.26;1556.00;2.00;0.13;92.00;1475.00;94.13
38;2021-07-23-2021-07-29;1757.00;2738.00;64.17;1590.00;5.00;0.31;1593.00;1.00;0.06;86.00;1518.00;94.64
38;2021-07-24-2021-07-30;1783.00;2774.00;64.28;1615.00;5.00;0.31;1616.00;3.00;0.19;91.00;1539.00;94.42
38;2021-07-25-2021-07-31;1779.00;2805.00;63.42;1616.00;5.00;0.31;1616.00;4.00;0.25;87.00;1543.00;94.66
38;2021-07-26-2021-08-01;1783.00;2814.00;63.36;1622.00;5.00;0.31;1622.00;4.00;0.25;87.00;1549.00;94.68
38;2021-07-27-2021-08-02;1885.00;2892.00;65.18;1731.00;5.00;0.29;1731.00;4.00;0.23;84.00;1658.00;95.18
38;2021-07-28-2021-08-03;1870.00;2891.00;64.68;1739.00;4.00;0.23;1739.00;3.00;0.17;74.00;1675.00;95.77
38;2021-07-29-2021-08-04;1843.00;2885.00;63.88;1721.00;4.00;0.23;1720.00;4.00;0.23;75.00;1658.00;95.67
38;2021-07-30-2021-08-05;1829.00;2894.00;63.20;1708.00;4.00;0.23;1708.00;4.00;0.23;74.00;1648.00;95.70
38;2021-07-31-2021-08-06;1671.00;2999.00;55.72;1564.00;3.00;0.19;1565.00;2.00;0.13;59.00;1516.00;96.25
38;2021-08-01-2021-08-07;1642.00;2990.00;54.92;1539.00;3.00;0.19;1541.00;1.00;0.06;59.00;1491.00;96.19
38;2021-08-02-2021-08-08;1644.00;3001.00;54.78;1541.00;3.00;0.19;1543.00;1.00;0.06;59.00;1493.00;96.20
42;2021-05-31-2021-06-06;421.00;1119.00;37.62;379.00;10.00;2.57;12.00;0.00;0.00;12.00;0.00;0.00
42;2021-06-01-2021-06-07;416.00;988.00;42.11;375.00;10.00;2.60;18.00;0.00;0.00;19.00;0.00;0.00
42;2021-06-02-2021-06-08;402.00;884.00;45.48;365.00;11.00;2.93;25.00;0.00;0.00;27.00;0.00;0.00
42;2021-06-03-2021-06-09;397.00;826.00;48.06;367.00;7.00;1.87;29.00;0.00;0.00;31.00;0.00;0.00
42;2021-06-04-2021-06-10;370.00;739.00;50.07;338.00;7.00;2.03;31.00;0.00;0.00;33.00;0.00;0.00
42;2021-06-05-2021-06-11;374.00;675.00;55.41;336.00;7.00;2.04;40.00;0.00;0.00;40.00;2.00;4.76
42;2021-06-06-2021-06-12;376.00;647.00;58.11;332.00;6.00;1.78;46.00;0.00;0.00;46.00;2.00;4.17
42;2021-06-07-2021-06-13;369.00;627.00;58.85;324.00;6.00;1.82;42.00;0.00;0.00;42.00;2.00;4.55
42;2021-06-08-2021-06-14;330.00;538.00;61.34;287.00;3.00;1.03;46.00;0.00;0.00;45.00;2.00;4.26
42;2021-06-09-2021-06-15;294.00;489.00;60.12;250.00;1.00;0.40;58.00;0.00;0.00;56.00;2.00;3.45
42;2021-06-10-2021-06-16;270.00;447.00;60.40;223.00;2.00;0.89;82.00;0.00;0.00;78.00;4.00;4.88
42;2021-06-11-2021-06-17;236.00;401.00;58.85;195.00;2.00;1.02;97.00;0.00;0.00;92.00;5.00;5.15
42;2021-06-12-2021-06-18;197.00;338.00;58.28;167.00;2.00;1.18;108.00;2.00;1.82;106.00;4.00;3.64
42;2021-06-13-2021-06-19;169.00;296.00;57.09;145.00;2.00;1.36;109.00;2.00;1.80;107.00;5.00;4.46
42;2021-06-14-2021-06-20;167.00;293.00;57.00;144.00;2.00;1.37;108.00;2.00;1.82;106.00;5.00;4.50
42;2021-06-15-2021-06-21;148.00;265.00;55.85;124.00;2.00;1.59;121.00;2.00;1.63;119.00;5.00;4.03
42;2021-06-16-2021-06-22;135.00;252.00;53.57;111.00;3.00;2.63;110.00;2.00;1.79;108.00;5.00;4.42
42;2021-06-17-2021-06-23;120.00;214.00;56.07;96.00;3.00;3.03;94.00;2.00;2.08;94.00;3.00;3.09
42;2021-06-18-2021-06-24;104.00;182.00;57.14;84.00;3.00;3.45;82.00;2.00;2.38;82.00;3.00;3.53
42;2021-06-19-2021-06-25;85.00;187.00;45.45;70.00;2.00;2.78;70.00;0.00;0.00;68.00;3.00;4.23
42;2021-06-20-2021-06-26;82.00;186.00;44.09;65.00;3.00;4.41;67.00;0.00;0.00;65.00;2.00;2.99
42;2021-06-21-2021-06-27;81.00;184.00;44.02;64.00;3.00;4.48;66.00;0.00;0.00;64.00;2.00;3.03
42;2021-06-22-2021-06-28;68.00;157.00;43.31;55.00;3.00;5.17;57.00;0.00;0.00;50.00;7.00;12.28
42;2021-06-23-2021-06-29;66.00;146.00;45.21;55.00;2.00;3.51;56.00;0.00;0.00;48.00;8.00;14.29
42;2021-06-24-2021-06-30;60.00;147.00;40.82;51.00;1.00;1.92;52.00;0.00;0.00;37.00;15.00;28.85
42;2021-06-25-2021-07-01;67.00;158.00;42.41;57.00;1.00;1.72;58.00;0.00;0.00;37.00;21.00;36.21
42;2021-06-26-2021-07-02;75.00;149.00;50.34;63.00;1.00;1.56;64.00;0.00;0.00;38.00;26.00;40.62
42;2021-06-27-2021-07-03;76.00;141.00;53.90;65.00;0.00;0.00;65.00;0.00;0.00;37.00;28.00;43.08
42;2021-06-28-2021-07-04;77.00;147.00;52.38;66.00;0.00;0.00;66.00;0.00;0.00;36.00;30.00;45.45
42;2021-06-29-2021-07-05;79.00;145.00;54.48;69.00;0.00;0.00;69.00;0.00;0.00;36.00;33.00;47.83
42;2021-06-30-2021-07-06;87.00;150.00;58.00;78.00;0.00;0.00;78.00;0.00;0.00;41.00;37.00;47.44
42;2021-07-01-2021-07-07;93.00;152.00;61.18;84.00;0.00;0.00;84.00;0.00;0.00;45.00;39.00;46.43
42;2021-07-02-2021-07-08;99.00;153.00;64.71;89.00;0.00;0.00;88.00;1.00;1.12;48.00;41.00;46.07
42;2021-07-03-2021-07-09;100.00;154.00;64.94;90.00;0.00;0.00;89.00;1.00;1.11;47.00;43.00;47.78
42;2021-07-04-2021-07-10;95.00;157.00;60.51;87.00;0.00;0.00;86.00;1.00;1.15;44.00;43.00;49.43
42;2021-07-05-2021-07-11;94.00;150.00;62.67;86.00;0.00;0.00;85.00;1.00;1.16;45.00;41.00;47.67
42;2021-07-06-2021-07-12;96.00;155.00;61.94;86.00;0.00;0.00;85.00;1.00;1.16;39.00;48.00;55.17
42;2021-07-07-2021-07-13;110.00;189.00;58.20;96.00;0.00;0.00;95.00;1.00;1.04;37.00;60.00;61.86
42;2021-07-08-2021-07-14;98.00;183.00;53.55;84.00;0.00;0.00;83.00;1.00;1.19;33.00;52.00;61.18
42;2021-07-09-2021-07-15;118.00;227.00;51.98;100.00;2.00;1.96;102.00;0.00;0.00;34.00;70.00;67.31
42;2021-07-10-2021-07-16;151.00;290.00;52.07;132.00;2.00;1.49;132.00;1.00;0.75;34.00;102.00;75.00
42;2021-07-11-2021-07-17;171.00;350.00;48.86;151.00;2.00;1.31;151.00;1.00;0.66;34.00;121.00;78.06
42;2021-07-12-2021-07-18;171.00;361.00;47.37;150.00;2.00;1.32;150.00;1.00;0.66;31.00;123.00;79.87
42;2021-07-13-2021-07-19;285.00;528.00;53.98;260.00;2.00;0.76;259.00;2.00;0.77;33.00;231.00;87.50
42;2021-07-14-2021-07-20;385.00;658.00;58.51;360.00;2.00;0.55;359.00;2.00;0.55;36.00;329.00;90.14
42;2021-07-15-2021-07-21;502.00;829.00;60.55;471.00;3.00;0.63;471.00;2.00;0.42;42.00;436.00;91.21
42;2021-07-16-2021-07-22;581.00;931.00;62.41;551.00;1.00;0.18;547.00;2.00;0.36;41.00;513.00;92.60
42;2021-07-17-2021-07-23;653.00;1042.00;62.67;622.00;1.00;0.16;620.00;1.00;0.16;40.00;587.00;93.62
